use,worth,cable,buy,excellent,fit,hz,happy,not,time,love,life,honest,display,totally,laptop,full,wow,awesome,phone,charge,good,fast,amazing,fine,quality,nicely,much,purchase,oh,arrive,best,expect,bit,work,detail,check,can,jog,perfectly,shoe,amaze,ever,packaging,god,believe,expensive,great,delivery,battery,comfortable,short,product
2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,1.466337068793427,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,1.8718021769015913,2.5649493574615367,2.5649493574615367,2.5649493574615367,2.5649493574615367,0.6190392084062235
